File_,Options,HashPart1,HashPart2,HashPart3,HashPart4
fil2C4888D643A7FC82EBF91EFEB0E07983,0,-653307273,-10057769,-458152416,1839940392
filCB3048B11757B9BAD16CBA3863EE49D2,0,-1003400729,-1154795078,-940909556,-5802622
fil7D981384928881AC458F717F307B8F3F,0,2098754778,33166225,-236953370,-1809271330
fil6D7891C4833B8ECEC97846EDBA25051C,0,828855778,-457701423,-2056271788,-169281841
filFF52F099864D150CE2CEF136D58D85CA,0,-1498385347,-1063103349,1882902458,759647886
fil88D135AF084670163BB43AC757BB2E67,0,-1482361369,-1925684065,-746459148,442612670
filA11C815FA2EC375428886BA765B49B52,0,267180528,1976840285,-928688890,300192834
fil240E3EF7BE499BF3C071107533E5D418,0,-303512860,-903203156,1412829879,842327993
fil9BD1D08F222A7E99013F82402A7A2870,0,-653307273,-10057769,-458152416,1839940392
fil954CE6B7C713805BEA33BF8275C1EE9C,0,393148524,430596881,2036651177,-305460648
filF05AB742C11B47F37F17CD488D182B5D,0,321418662,-983844540,-1431278430,1223641334
fil9F1BDA13EDCE56FEC0FE9A714769ADCB,0,828855778,-457701423,-2056271788,-169281841
fil6A7FC09D26045EB6CBA393C25421F869,0,-861094956,1791442370,-590237637,1212902946
filD5C330BFA696849EDD04D967E01CD782,0,-480485218,886139579,1304778171,1793793158
filED836CAB62BB2975F1091DDFB8181721,0,-501550132,-1609174291,-1096946670,-1442540075
fil7BC05C3FD406F7AF8E70033231CEAD1D,0,2068070723,-192161942,-346428457,1664984501
fil117C084F1D37647E38F53A75D089CE7B,0,-653307273,-10057769,-458152416,1839940392
fil6908C5E2EB54C05DBEFF6D70ECC84D76,0,107473858,2123729195,645377732,-1205185927
fil46F0A405DD41E576947C5912B9A1541C,0,414458922,1510434603,560962533,-2077227970
fil089CB69A085F7F0F76E0CED2A9AA1BB1,0,828855778,-457701423,-2056271788,-169281841
fil9BDF3E7E7136F66C75F057043A19FD78,0,-1726258372,129239861,-1434438505,1313881638
fil5DD1AE8E43FCFFE65BE206C3C72D0AA7,0,2068070723,-192161942,-346428457,1664984501
filE57B07146AD6D637F3168F93EF59CAF3,0,-1752574706,1275106303,1768754358,-1045159607
filDEB4C6DF3AF826984646EE96CBC9C8CB,0,-1429351553,-1331661638,2054176239,2095007109
fil1AA7C3365B9556421B020436A6F41A62,0,-653307273,-10057769,-458152416,1839940392
fil0F67F8A407D39E6DD51F0DE37E00035F,0,866017658,-2103355061,1593505631,-1914815640
filB72D88C6568887E4BCFA1D54AD10AC05,0,1713359845,-839597957,120658007,-293213311
fil5532D2FB1A2023EA15D63E84E9DF4A5C,0,828855778,-457701423,-2056271788,-169281841
fil5EE59B4582257A5AC2F460C1339E60E8,0,-119903217,973562220,1088058412,-116860203
fil20D63A8267A08055F46F3BC6ADE128B3,0,-1429351553,-1331661638,2054176239,2095007109
fil780E4400A2CE4BE6468C03804DFDB2DC,0,-1794351599,548843865,1231387738,-976216834
fil561A678C7D794054E974942E89679EDE,0,-1575198999,-1439101315,1633348355,789767196
filF77B908F91D0A6F5A2FBDCF53F840145,0,-653307273,-10057769,-458152416,1839940392
filEC0F6E0E63B127A62538D97F5DD84B1E,0,-470402428,-1123011272,-1657996055,1236008179
fil238730C002D2AC7EE6B47BE43717C056,0,3838500,435629646,-464671794,482286274
fil0A429E87A48068403ACACBAD65F00603,0,828855778,-457701423,-2056271788,-169281841
filA332E52646CAC681C0230D14D4881BDD,0,619033084,-1548490122,1977386992,941401172
fil68D52F88B209D11AF38008BCD4CC9F0B,0,943901380,-2111587936,-1705980915,-1685818001
fil159683D97BAF6EF9B7A8E37596B35039,0,702008765,1376812941,726693601,-773975384
fil69B14C9634C0277F80EC3C150F2D2C3F,0,1918137942,1224803432,611547548,1078180456
filED66E7907DBF6C29118777EDDF41C6DE,0,100243770,911830968,584166793,653719190
fil97E1CA31290C185887FABE1599B106F3,0,-731475220,428237326,266127580,1591841011
fil147A1842FBF2777B31E378E6E3D28FA0,0,828855778,-457701423,-2056271788,-169281841
fil87E3A53237AD9ACC0217DC2BB5D4FEF2,0,930824608,-1754589341,-88476025,1821325458
filCE99F00A7139CB7029093D5766897A5C,0,1675237402,-1665876021,1802396089,1660302845
fil16269BBC56E9D039ADEE6D162DE789B0,0,1767942873,-1366481146,1313564812,747048762
filC439C749311DC3E256C6B9A736240D0C,0,1918137942,1224803432,611547548,1078180456
filEE9069F94FEA4BDCE64E9D9B31286FB9,0,-470402428,-1123011272,-1657996055,1236008179
filDEA15B44DD38B0E0D406C4B2C7E1AFFE,0,3838500,435629646,-464671794,482286274
filC38CDC442D90AF6003EDC017B49BD34D,0,828855778,-457701423,-2056271788,-169281841
filD16D09E8BCEA695879427B826A9D7AD2,0,619033084,-1548490122,1977386992,941401172
filA9B1D62D3D116997847D260AEF7E66B2,0,2061861632,417173029,-1345107527,721185983
filB10CDDA35B6301B0FC3925609F5521BB,0,702008765,1376812941,726693601,-773975384
filDE04A04708BA8159FA95D2ABD62C99EC,0,923533676,-797730313,1617367087,320205390
filCDA6786C57A394E1F1C3FC0CFD358658,0,-470402428,-1123011272,-1657996055,1236008179
fil58C17D60EFB418638D52BBC5AAD7292D,0,3838500,435629646,-464671794,482286274
filD403000870DA9A4838C9C59A770F2C7F,0,828855778,-457701423,-2056271788,-169281841
fil9678F50FE6D1EE926DDEBCEF4935A013,0,619033084,-1548490122,1977386992,941401172
filEBEEED9D4C2497CD4C71C4AB43AC8E2B,0,-480485218,886139579,1304778171,1793793158
fil4126BFB97435764B4812D12212FA7CDF,0,702008765,1376812941,726693601,-773975384
fil4E7DEE62221E38C5834DC33BFE316227,0,-238481909,-1045223220,1841546909,-856204595
fil082F067322E7B2D9D3DBDD9580515E00,0,-470402428,-1123011272,-1657996055,1236008179
fil01E1B6FD5D5BBA17028AA84E72FB5C19,0,3838500,435629646,-464671794,482286274
fil9759213E02EF9118CF6BE2754B534D06,0,828855778,-457701423,-2056271788,-169281841
fil8F24F7795B24FE3147A9C5A544DF357B,0,619033084,-1548490122,1977386992,941401172
filAA8EEF8FB08B00F93C08ADBE828E600F,0,-480485218,886139579,1304778171,1793793158
fil58EA01AE58A986FF6FAFC4D032836E32,0,702008765,1376812941,726693601,-773975384
fil5CFAC6603A804420D84AF17A829D84AA,0,535091992,-508512453,-1986958308,90907358
fil2C1D819D09DB55C49E5913E05889C385,0,-470402428,-1123011272,-1657996055,1236008179
fil8FC75E5A0F679B86A39D17FA7C0E7E95,0,3838500,435629646,-464671794,482286274
fil31D289B59F7C4A540C91A3668C1C044C,0,828855778,-457701423,-2056271788,-169281841
filEF8C2B3FBE7A40DE56DAE06AB8079053,0,619033084,-1548490122,1977386992,941401172
filE4A40AF8B0367BC9CF81499491040102,0,2061861632,417173029,-1345107527,721185983
fil94584C2DC2D6642A83E72E779AED47A1,0,702008765,1376812941,726693601,-773975384
fil3F6C00359455A64AB1333A0E3C8D977D,0,923533676,-797730313,1617367087,320205390
fil3A07D0948FBBBDFEB6CF204D1543BC65,0,1695098678,853699521,2126122658,1096572973
filFBA98E495E4E908C9389ABDD8F4E0AAE,0,1364313729,577649831,-1308366985,1998834328
fil40106FA439400634AAAF172D8D9BE53A,0,828855778,-457701423,-2056271788,-169281841
filAB889643D6419EAF1B3637F56FCD5C06,0,-1940911642,1629846191,-329200343,-55741996
filA8AD1156C1EC4A99250A9E7B227C3C2E,0,1919158368,1279640695,863885804,-890213952
fil2EB1085C19C6BE52BF6212D6D62E546A,0,-1217007995,-531033917,783994552,95146034
fil33846A515E7B44DB004AD67F1F5F025F,0,1919158368,1279640695,863885804,-890213952
filF4E30A57537BF0548AB3FA9C5A0A76F1,0,1695098678,853699521,2126122658,1096572973
filC12BE5AE7C209CCFE799B2FA602902FC,0,1364313729,577649831,-1308366985,1998834328
fil2DF2E13A05487DE364EFCAE83C337B79,0,828855778,-457701423,-2056271788,-169281841
filC19F601B9661E8129075C530C583DDE3,0,-1940911642,1629846191,-329200343,-55741996
fil9D784086F7A1D673AE0BBAC3A2EA6D91,0,1918137942,1224803432,611547548,1078180456
fil2E07782B39207F73990CC091401B9140,0,-1217007995,-531033917,783994552,95146034
filCFF20DAFF99D935A9817CC8039B509A8,0,1919158368,1279640695,863885804,-890213952
filAE2E0FBE1B8F9201866796357C58BBD7,0,-1135560659,880928708,-1788192513,-406028002
fil4A810AC27C5A261AA7D644A909B96B28,0,-294403156,1111303609,-1809996992,-566771026
fil953CB6ED47102AC2B37E8BC7923007AB,0,828855778,-457701423,-2056271788,-169281841
fil5339F39BA16B238950D60BFF55E7F693,0,-1087959193,1035244037,-1302765527,-1176257984
fil80E64898427B13FF281E92FF776AD95F,0,1918137942,1224803432,611547548,1078180456
fil28F9F0C1334F91E01A569790A151D37D,0,-679284268,799401900,1294392078,1594052542
filE21494C8DAD77033D66BE2CF4BEE6F07,0,1918137942,1224803432,611547548,1078180456
filF35D40564DFA58D64C4B7934CBEB8F23,0,-1135560659,880928708,-1788192513,-406028002
fil2E248C5FC0F67DB67990FF886DC8A4D1,0,-294403156,1111303609,-1809996992,-566771026
filE1FD1A3EFEE81A4558AA17EB2C2E86D7,0,828855778,-457701423,-2056271788,-169281841
fil224AAECEEEF00B2F2CA03AFAE32A06DF,0,-1087959193,1035244037,-1302765527,-1176257984
fil9D0F650678EEC247F028749B7475B57E,0,1276286120,-943335994,218562074,1644682845
filE2B3C3DE98F8AE94FA20F76493AE2388,0,-679284268,799401900,1294392078,1594052542
filD3B3EE1070D7DABDE630D94CC12EF61A,0,1918137942,1224803432,611547548,1078180456
fil87FC52F75DD787B7518706304F6E190B,0,643133086,-2084414616,343170214,-992378432
fil07223F856A9A07CDEC238B27C0BC7A2A,0,-1273409122,1283890227,-308897037,1723425127
fil06911BB97EB8370A04904CC6E2EAA2EA,0,828855778,-457701423,-2056271788,-169281841
filB56934691C178D2418221125C7D92BEC,0,-860248957,-1577914228,965988165,652833942
fil28F92AB176594C2FB1A53B36BE267148,0,943901380,-2111587936,-1705980915,-1685818001
fil98BB7309107E9F27FA1CE111C2D6E999,0,-2085321362,245086297,-804556457,-60362663
filA7B2FDCB886E585836C5088D888BE9F5,0,2061861632,417173029,-1345107527,721185983
filAFE33F45714946153593C21F3B6EAF35,0,197855551,564571579,2011211184,-85811303
filC56EE40BE707EE7BBE24AE2F10FE9754,0,2014455212,883668950,-1969028548,955807412
filB97AC14F4BEBDE02654A86D83AB569AC,0,828855778,-457701423,-2056271788,-169281841
filF5BEC69D157331C284A4E8EA6A4F2AE3,0,1400543569,-240864020,1068930452,-1245879237
fil8FBB3CAD6BBAEAA13A300B733362498A,0,-1153073801,-732897348,180830876,-17453865
fil6E49698E14622F3BC8AC7B0BA15B0B90,0,202228086,-1518988768,-1760556354,1880420558
fil8CE95BDCF15441AD4C1238C82C01F1E0,0,-238481909,-1045223220,1841546909,-856204595
filC89C8C218D1CEE538BE55516B7D8B676,0,-653307273,-10057769,-458152416,1839940392
filF9B25C29275CFE843C06982E0E2F5939,0,-445178368,1684526765,-1953319027,-1391079779
fil089DDDC0260F11C7E0840D6B66A258C1,0,-1858896354,-870678052,522538279,1512976604
filA4D2ED8AD2A0849EEDEA6B42EDDD6727,0,-537654183,44664879,1893196160,-1080707866
fil1DF02AE152A2E4AFFAA7DFAAC54E1FAE,0,-290671543,-2091382464,-1978273945,1489651922
fil0E35DFB4593BDA25EC9A0AE704BE5B38,0,-737817821,683664802,-653706954,-498806228
fil6EE01A7DF042440F53E5EB19157CF65A,0,1010165902,-302164084,1290476249,-1473172409
filAAAFB155BBF1749694977F94DB27A389,0,828855778,-457701423,-2056271788,-169281841
fil96A7CB33DC75E26FCB4084AB7B9E7A3B,0,-714805368,1937261436,1162984422,-240667433
fil84E30BBB902A93C349D32A88CA37357A,0,470382870,-1357936550,149337455,-592268930
fil24AF2AEFB5F35414A6C51C2F46B27CC4,0,100243770,911830968,584166793,653719190
fil831A2CA658FEBF1F898FA5FEC8E42FB0,0,199627677,2097931262,838049998,1046190379
fil623266785428982CC7EA851DEB1D0E05,0,828855778,-457701423,-2056271788,-169281841
fil190CC36B67CA70814738F203696E38B4,0,930824608,-1754589341,-88476025,1821325458
fil8741A22C5984CEBF9EC810687CA54D09,0,1675237402,-1665876021,1802396089,1660302845
fil59ED4B67E9AAE0AEA80FD49AB212BD9A,0,-537654183,44664879,1893196160,-1080707866
filCB5977266DD080D8CD74D3C00270FDB6,0,-290671543,-2091382464,-1978273945,1489651922
fil5AC820D251DF743E9D9F4E1F144A56E8,0,-737817821,683664802,-653706954,-498806228
filCA1C61E9A9A4A9F7C3F4B0FB8D51BB45,0,1010165902,-302164084,1290476249,-1473172409
fil39AF99B166E4D979418B872832F996E6,0,828855778,-457701423,-2056271788,-169281841
filBB158ACC3197AC69AE483D55C7A2D88A,0,-714805368,1937261436,1162984422,-240667433
fil4399D096415CC547E55EFED5983D3270,0,470382870,-1357936550,149337455,-592268930
fil7B5628E96152A7AA6A4CEEA731881C77,0,100243770,911830968,584166793,653719190
filA572BE40BD664F6B89F7FAEC05C7EEA9,0,199627677,2097931262,838049998,1046190379
fil68AAD4D8ED6C7CDBAF22265390BE6035,0,828855778,-457701423,-2056271788,-169281841
fil188D2ED571DB1BD05477B974466F9EA5,0,930824608,-1754589341,-88476025,1821325458
fil0112454238287EF3A8781FE7D3233341,0,1675237402,-1665876021,1802396089,1660302845
fil8EF86FA9D3C0AE641EB2BCFD46E82AF2,0,-537654183,44664879,1893196160,-1080707866
filD63484CC66AC72D1001F1F0800E10036,0,-290671543,-2091382464,-1978273945,1489651922
fil8499854C7BB2524B2AFE3C658D2CFA01,0,-737817821,683664802,-653706954,-498806228
fil9BD13039C99C36BBAA578EF015AADBB5,0,160034213,-1125527965,-670974914,-1523828958
filF31A0253A6A2E004EB21098357A9B953,0,828855778,-457701423,-2056271788,-169281841
fil25C0DBEE134992AF4A68CAEF2B78A342,0,-714805368,1937261436,1162984422,-240667433
fil48C19865D1566C8CA914E8FD181CA2BB,0,-174464510,-1737022484,1453417399,317548881
fil129F29B35178131DD27D4DB033A47CA3,0,100243770,911830968,584166793,653719190
fil719B3299EE237EC8B7ABAE4C8B53777B,0,199627677,2097931262,838049998,1046190379
filF2A732D54F629EDEEBE05520DFF8D7B6,0,828855778,-457701423,-2056271788,-169281841
fil684DA5B4FB399E8FF7537082DD11B500,0,930824608,-1754589341,-88476025,1821325458
fil04F95472F3244139641ACF4BBC5A1778,0,1675237402,-1665876021,1802396089,1660302845
filCE9B72CDB57D119305878BFC3E6BF55F,0,-1868645911,990905002,938110457,1246945256
filC821C6261D550BF0219E8EB28057DAEE,0,-456643250,1184916406,-922905891,-868966113
filDF577914A50AC5159FA760667E583531,0,1693370220,-1075255287,540780498,-1539292792
fil014B9E2B99E1BB602A8EEE6506A497DD,0,-1414954625,-2029052085,248112691,-728476427
fil99B576043701B6FE27550B1067DE3603,0,828855778,-457701423,-2056271788,-169281841
filCCC4F2E89F0AAEC95BD20CB379514F34,0,-1551107250,-378524152,500239625,35026676
fil055DBE54C1C6477C8F5756A038597930,0,-1653290235,-2009067378,541046500,323963153
fil79236768D0C528CC0B1A59912234A489,0,1478350293,-93200279,-811496542,1980514151
fil4D29B03ED27A19B29423D8EEE7F3E74C,0,-528824595,1442202363,1229945437,-1472337848
filE13AF379803FA128EF4FE098B309A61F,0,828855778,-457701423,-2056271788,-169281841
fil677325900B6251E591B0A28CC019AA5F,0,1842862870,-344344705,-1963144444,-747087628
fil3113818078F2754438C637733AA93C0D,0,1994480331,-109713098,-170036801,1965053116
filECB586CEC56B3CFA2F9B5A0CCDA64748,0,332182611,596639623,779152276,-1891777678
filF964DC369DE1135D8C25EBF7B00104B3,0,1391843925,-915555578,-2082803806,-1649203383
filB90C7BEF60CAE7957CA36CA788D75C8B,0,1675237402,-1665876021,1802396089,1660302845
filE77C3C0224A8CFCC01D0CEE496EFAADE,0,-336286874,-1434135544,-450513988,1511525770
fil526C6BF91032C6F532F5D0B4A900645D,0,828855778,-457701423,-2056271788,-169281841
fil22C20D6F3FEC47E77184C399F22FC9A6,0,-910620651,1117233241,-1635772204,-1153316506
fil7FB8012B65F00E82D8D6EBBD5935981A,0,263469763,384791060,-109500343,1894890407
fil08DD64D1387D0CD49A6BE997435B96A2,0,100243770,911830968,584166793,653719190
filC5D1F574D4804A9CA9CF7292C54873C2,0,199627677,2097931262,838049998,1046190379
fil2A067A316DDB7112AFD4DE1E89FEE3AD,0,828855778,-457701423,-2056271788,-169281841
fil71DEBB09C9CBF54366A17D8C22AB8B39,0,930824608,-1754589341,-88476025,1821325458
fil6572C9E52CDEE83FE2B8BF438C9C3E7B,0,1675237402,-1665876021,1802396089,1660302845
filD8F5C15F509737B59530DA377731A80A,0,-537654183,44664879,1893196160,-1080707866
filCAB7560129C7797EB162C6BC42F4D779,0,1623375880,-201159779,2084654919,1987485350
fil52B2562BA2BFF564F15A88EB762786BD,0,-1551647279,444865087,614727095,-999525303
filA93A8F54BC1BCA2CA45EBC56BCF35C41,0,-629494195,1399213283,-72246589,1605240696
fil52E34942391596CFA896166F463D02DF,0,828855778,-457701423,-2056271788,-169281841
fil2C00D473309C16BFE9EFEDFDEEB6690E,0,-714805368,1937261436,1162984422,-240667433
fil26DE3F15D2CE835C4B7338098CFAC5E6,0,403220857,1023669187,1574109810,-1377286277
fil76A871C7236DE77A09E01F709A8AC3CB,0,100243770,911830968,584166793,653719190
fil658E77514123ECB0E6974EC0105B1DAC,0,199627677,2097931262,838049998,1046190379
fil2494DAC2C8EFF416295B6ABF818E034C,0,828855778,-457701423,-2056271788,-169281841
fil9402BD68256126C778F9781EB33CDA13,0,930824608,-1754589341,-88476025,1821325458
fil5CE7CE618CA2F5062CD421603FCC4708,0,-1429351553,-1331661638,2054176239,2095007109
fil06C02A1F4DFB98E27A8DB917FBBD1D04,0,977338653,1210431013,-814823148,-1239621819
filFB01C247A1BE904C8E9AE7797473EBA6,0,-1675327080,-1301773581,1374685813,1173352115
fil3C8384DCE5FC99FD0A7A18C4FE6A6F9E,0,-2002262634,-1046640077,2049385046,1815162578
fil4E8E9E1B87F977C6D32E24CD0344B362,0,804382442,-1121240367,848659469,-2000972480
fil9B6C43FF118358113D578605D62A2270,0,828855778,-457701423,-2056271788,-169281841
filC5396AC86B26D312E9442AD9ECB7B4E4,0,-1796364632,-528196728,-949705456,-1534293312
fil5507F5094C7B99B8135DA5BD274BEB62,0,-58599714,-349616875,-77433412,1203401484
fil3B106C13B754B756211F027BD15EC825,0,100243770,911830968,584166793,653719190
filB8536E86D3E8E2839E75E4DC6C9DB5AC,0,199627677,2097931262,838049998,1046190379
fil045FD461099590B2D1D3D01B7079B70C,0,828855778,-457701423,-2056271788,-169281841
filDACE31D5884D5E0F88864BF713B7E7AA,0,930824608,-1754589341,-88476025,1821325458
fil5CC771169F4B024E62A09159AE76B986,0,1995630032,625243477,1689164657,-831711052
filE68007B6AD447C0864359D2F4761FCB3,0,-537654183,44664879,1893196160,-1080707866
fil4BE7753330957A8553CB29DD44486DA4,0,-290671543,-2091382464,-1978273945,1489651922
fil1BAD616DC10543123F9DC55C23F72849,0,-737817821,683664802,-653706954,-498806228
fil0941F46E8435B1B4E78B67658E7BD130,0,160034213,-1125527965,-670974914,-1523828958
fil393ADC39F37681B2BD320FEFD36E12E3,0,828855778,-457701423,-2056271788,-169281841
filCF0D87BA4E013D9F4EC6B4A1CBFFBF09,0,-714805368,1937261436,1162984422,-240667433
fil51E32618341C13C5C583F4B128584306,0,-174464510,-1737022484,1453417399,317548881
fil0B1F0E275B628D4B830F6116DB0D9C56,0,100243770,911830968,584166793,653719190
filE48B39C6E51EC6911E875F3C99A360EE,0,199627677,2097931262,838049998,1046190379
fil74F8521B9B4757217AD95DE13679B1C5,0,828855778,-457701423,-2056271788,-169281841
fil879E4290B991CA9F9454DA41087CA93E,0,930824608,-1754589341,-88476025,1821325458
filF806B1D8F2B3C3F9AF92C2F8CA6CA8AF,0,1675237402,-1665876021,1802396089,1660302845
fil5C2FA05C9BC017AF48A86A24C326EABD,0,-1868645911,990905002,938110457,1246945256
filA17616165499B15743587802549F0E26,0,-1367983215,61875081,84129634,-289156461
fil163EA69883CE7352D761A05F1ADF9E7A,0,-1953266360,670681276,55398021,2085016583
fil8BBBC031222D105E294C2894AF5EC694,0,-1414954625,-2029052085,248112691,-728476427
fil9B1814A1C35D6C111E7B79B13F0E3FDE,0,828855778,-457701423,-2056271788,-169281841
filAC9A463D1C88281BED4D5C2DA5E1B702,0,-1551107250,-378524152,500239625,35026676
fil129C83F7469AF03886C04E4CDD18CA28,0,-1653290235,-2009067378,541046500,323963153
fil02293283770CD7CD36D040A17B26EE95,0,1478350293,-93200279,-811496542,1980514151
filC095FEB4C1C5D9ECD5B35FDA3B213AF2,0,-528824595,1442202363,1229945437,-1472337848
fil2557FF8E08358130D07F872C95A7A83B,0,828855778,-457701423,-2056271788,-169281841
fil0EDAD39A7A7565DA45FBEFC70C4D0908,0,1842862870,-344344705,-1963144444,-747087628
fil82F3AFB3B804E6AE3C99964B3E345BD3,0,1994480331,-109713098,-170036801,1965053116
fil2C8D081F6408C283E79E77A15E0E9A62,0,-1783287412,-49453256,906827330,1955633341
fil5E22569A43154B9857BB3038DA1B1C3B,0,-1318460570,1238359370,258776450,2112823009
fil90F36CE1215193010C4E4D527D36F32A,0,-759287047,-767417135,498403093,-678578142
fil0529C2CA16705220A49F4FBA51663D95,0,1032246992,1976971945,218591026,-1475906121
filD3E9F5D89A1990802929CC335D0A1451,0,828855778,-457701423,-2056271788,-169281841
filDF61219EA6808F86486F4FA6FC341F4C,0,-1993939637,943750802,2045185093,2104939216
fil0F7641ABE63FE045ABC0E920AF7B4188,0,2046197672,501740450,2074509713,739394165
fil9058FF93C028E4D2ABF5435E10B5EE85,0,1695098678,853699521,2126122658,1096572973
fil98B2CAF6B46D84C4D1EA142A3FB3A3CC,0,1763741548,-1680818666,-2110957534,-1944718530
filEA3CE4C4F3A0FF1FD8F147CFDBAC93C1,0,828855778,-457701423,-2056271788,-169281841
fil4BC39ABD280AB756ACF3C6A42AF5ACEA,0,-1940911642,1629846191,-329200343,-55741996
fil98E1C8D43D0D19BDF65486311003FBC3,0,1919158368,1279640695,863885804,-890213952
fil786FA3D8A1CF7B98299BAB9E7196C1F4,0,-1783287412,-49453256,906827330,1955633341
filF3941B6351940627CFE55553361753CA,0,-1318460570,1238359370,258776450,2112823009
filA0379F9B2C576AFFD596614EF9DA5A89,0,-759287047,-767417135,498403093,-678578142
fil2119E810A950122DE159D6286F4A4AA8,0,1032246992,1976971945,218591026,-1475906121
fil09E2E50AC9FE507B3F00E4C76E59E822,0,828855778,-457701423,-2056271788,-169281841
filEE75CB8DF13244712C9AFDCEA6F20DD4,0,-1993939637,943750802,2045185093,2104939216
filB765A4E392765AAC9E89217CB28025C9,0,2046197672,501740450,2074509713,739394165
fil22B916989A72118B1E1EBA5E75E0FC63,0,1695098678,853699521,2126122658,1096572973
fil15C0CB8F8B0F02002D98AF37A0170182,0,1763741548,-1680818666,-2110957534,-1944718530
fil29D6655E0EC72DA3448F6CF3BE257DF1,0,828855778,-457701423,-2056271788,-169281841
fil65598BC28680184FADA6F0390BAC2A94,0,-1940911642,1629846191,-329200343,-55741996
fil7DA52F10E7637856B9AB03A826C9DCF2,0,1918137942,1224803432,611547548,1078180456
filE00F78562129D2DD96ADD431924DF7FF,0,397760468,-2117739656,749532704,-272849991
filA32E0DFAA0A686F248C7A680E632CAB5,0,-1342626291,1999957995,665130265,-1657308696
fil2EBBF3FBD9EE5E36ACB662B1193FC1BC,0,-723132681,-1373115114,401410187,-319677732
fil15C6FA1362B3C6AE3FE394C64A8B3B35,0,-1364683549,1916788141,1991714971,561426230
filBAD7C22E34ACB7911676EEF9B05D1AAE,0,828855778,-457701423,-2056271788,-169281841
filDB897A70E8D5536AABF612FC604BFEC6,0,2056036543,234569226,-1200564761,596477510
filD4A2D26058AAB7B62EF5B6188409D502,0,-801503951,1418948176,-1272853904,-812077508
fil38CD622E9FD1EA344550A925E1A23D5B,0,-1135560659,880928708,-1788192513,-406028002
fil0E537FA711ABFF6F91D615DB5D1D5998,0,-1224918283,-2017820445,23557989,-586465628
filE39C2323F9B7BAA80F0EC23C2AAC41AF,0,828855778,-457701423,-2056271788,-169281841
filB68F4AFC44A51799702858EA7924CB84,0,-1087959193,1035244037,-1302765527,-1176257984
fil121676BF0F185DFEF3F14BF6C333933D,0,1918137942,1224803432,611547548,1078180456
fil3AB5000609CCF8E5249B4BDFA65BBD5E,0,397760468,-2117739656,749532704,-272849991
fil473017504DD22C40A9C70B02B7BA8F41,0,1829507320,297176920,1835361676,1649019644
filC490FB46B9FA678B7AA7E4CBF74B72BD,0,-1429351553,-1331661638,2054176239,2095007109
filC4F8A3572B11D6D412474A500A4A6936,0,-107037869,-924057678,742595330,-854476604
filB118493AEE2149E0A56201816D0A14AD,0,828855778,-457701423,-2056271788,-169281841
filAB35A4A61439B86135B4222AAB1301AB,0,2056036543,234569226,-1200564761,596477510
filDD17D898338619F68D76D12636AB4E1C,0,245441606,-190923960,-1069955843,-1076547835
fil3F68D8757E5494F9E9DB5235AA550245,0,-1135560659,880928708,-1788192513,-406028002
fil53C9C138B2FB55DDB82EC4D5ACFA6506,0,-1224918283,-2017820445,23557989,-586465628
filFC860A3DFC349888779F1B622A57BCE0,0,828855778,-457701423,-2056271788,-169281841
fil13B7215E7B1F0A25094B88E27ECFC771,0,-1087959193,1035244037,-1302765527,-1176257984
fil777D1C8A9E5C9B89AB91238EED7776F7,0,1918137942,1224803432,611547548,1078180456
filA9AB9449E670DCAED2A3B61207E1C068,0,-1783287412,-49453256,906827330,1955633341
fil4A9C6EB0EEA02C6B557CA2784D24A2C7,0,-688108867,580753429,-1183890099,-2111238163
fil9D6F0B8D429EFE88A6FE4E2BD06D9E61,0,1693370220,-1075255287,540780498,-1539292792
filC13F30EE60FF2ED0F61790AB0AB1E744,0,1643947278,401964880,1097188578,-1996894521
fil2A27906D761BF1768BCFBE073192B3F2,0,828855778,-457701423,-2056271788,-169281841
fil5187C14ED57398C0337D7012D76BD0FC,0,-1993939637,943750802,2045185093,2104939216
fil18B72E25F79D06F0D604063ACDAFF63B,0,957049761,1468109192,-1270747779,453761180
filA8C29144FB222ED4351E85D3217E1482,0,643133086,-2084414616,343170214,-992378432
fil95448CEF5CB0F8D562B1AC802420E3EC,0,-266712392,1321170494,-78630767,-1717741885
filD486F0A17282BE63CC4EF923F463D658,0,828855778,-457701423,-2056271788,-169281841
fil2793ED16BDDDA0E34E382255BE587D72,0,-860248957,-1577914228,965988165,652833942
fil7D9447D545B8B96C8776ACA10784B71E,0,943901380,-2111587936,-1705980915,-1685818001
filB974CF862F2741FA509175C945C94BF2,0,-2004644190,-2106224401,-1695452234,-698842672
filF532866EA3A46057FDC12BC580621DF8,0,-945101066,174940943,1928409597,288029430
fil069786609DC8F71286BB8EEEF4CB7EF3,0,1675237402,-1665876021,1802396089,1660302845
filCE929C4473785A8F25AFB7C396BAE088,0,-716260864,447281125,-1383346696,2131935606
filA7A798AAC977FCA9E70A39FBB7CF3187,0,828855778,-457701423,-2056271788,-169281841
fil819F600E5B8A2BE4C4135D336F61E442,0,-873698723,-546923591,601556177,-1194533398
fil65C0E6971C739C59B58ADDFD8704F007,0,957049761,1468109192,-1270747779,453761180
fil7728EBAB0184DA095984C6533AEE60E1,0,197855551,564571579,2011211184,-85811303
filB40C875C222AEEFF75FBE0FDAD5F3EA9,0,-1190047773,-1892896211,-567323577,-159411295
filABCA12225C4B712D0D100FA64EACA00C,0,828855778,-457701423,-2056271788,-169281841
fil294C86D8AA07A4A80CF8457228374EE6,0,1400543569,-240864020,1068930452,-1245879237
